programID,Date,eventType,Venue,Location,Time
6101,1957-10-17T04:00:00Z,Subscription Season,Carnegie Hall,"Manhattan, NY",8:45PM
6101,1957-10-18T04:00:00Z,Subscription Season,Carnegie Hall,"Manhattan, NY",2:30PM
6105,1957-10-19T04:00:00Z,Subscription Season,Carnegie Hall,"Manhattan, NY",8:45PM
6111,1957-10-20T04:00:00Z,Subscription Season,Carnegie Hall,"Manhattan, NY",3:00PM
6115,1957-10-24T04:00:00Z,Subscription Season,Carnegie Hall,"Manhattan, NY",8:45PM
6115,1957-10-25T04:00:00Z,Subscription Season,Carnegie Hall,"Manhattan, NY",2:30PM
6115,1957-10-26T04:00:00Z,Subscription Season,Carnegie Hall,"Manhattan, NY",8:45PM
6122,1957-10-27T04:00:00Z,Subscription Season,Carnegie Hall,"Manhattan, NY",3:00PM
6126,1957-10-31T05:00:00Z,Subscription Season,Carnegie Hall,"Manhattan, NY",8:45PM
6126,1957-11-01T05:00:00Z,Subscription Season,Carnegie Hall,"Manhattan, NY",2:30PM
3044,1957-11-02T05:00:00Z,Subscription Season,Carnegie Hall,"Manhattan, NY",8:45PM
3048,1957-11-03T05:00:00Z,Subscription Season,Carnegie Hall,"Manhattan, NY",3:00PM
3053,1957-11-07T05:00:00Z,Subscription Season,Carnegie Hall,"Manhattan, NY",8:45PM
3053,1957-11-08T05:00:00Z,Subscription Season,Carnegie Hall,"Manhattan, NY",2:30PM
3059,1957-11-09T05:00:00Z,Subscription Season,Carnegie Hall,"Manhattan, NY",8:45PM
3059,1957-11-10T05:00:00Z,Subscription Season,Carnegie Hall,"Manhattan, NY",3:00PM
3065,1957-11-14T05:00:00Z,Subscription Season,Carnegie Hall,"Manhattan, NY",8:45PM
3065,1957-11-15T05:00:00Z,Subscription Season,Carnegie Hall,"Manhattan, NY",2:30PM
3069,1957-11-16T05:00:00Z,Subscription Season,Carnegie Hall,"Manhattan, NY",8:45PM
3075,1957-11-17T05:00:00Z,Subscription Season,Carnegie Hall,"Manhattan, NY",3:00PM
3079,1957-11-21T05:00:00Z,Subscription Season,Carnegie Hall,"Manhattan, NY",8:45PM
3079,1957-11-22T05:00:00Z,Subscription Season,Carnegie Hall,"Manhattan, NY",2:30PM
91,1957-11-23T05:00:00Z,Young People's Concert,Carnegie Hall,"Manhattan, NY",12:00PM
3083,1957-11-24T05:00:00Z,Subscription Season,Carnegie Hall,"Manhattan, NY",3:00PM
3086,1957-11-28T05:00:00Z,Subscription Season,Carnegie Hall,"Manhattan, NY",8:45PM
3086,1957-11-29T05:00:00Z,Subscription Season,Carnegie Hall,"Manhattan, NY",2:30PM
3098,1957-11-30T05:00:00Z,Subscription Season,Carnegie Hall,"Manhattan, NY",8:45PM
10,1957-12-01T05:00:00Z,Subscription Season,Carnegie Hall,"Manhattan, NY",3:00PM
15,1957-12-03T05:00:00Z,Runout,Bushnell Auditorium,"Hartford, CT",None
22,1957-12-05T05:00:00Z,Subscription Season,Carnegie Hall,"Manhattan, NY",8:45PM
22,1957-12-06T05:00:00Z,Subscription Season,Carnegie Hall,"Manhattan, NY",2:30PM
27,1957-12-08T05:00:00Z,Subscription Season,Carnegie Hall,"Manhattan, NY",3:00PM
11816,1957-12-08T05:00:00Z,Special,Carnegie Hall,"Manhattan, NY",5:30PM
32,1957-12-12T05:00:00Z,Subscription Season,Carnegie Hall,"Manhattan, NY",8:45PM
32,1957-12-13T05:00:00Z,Subscription Season,Carnegie Hall,"Manhattan, NY",2:30PM
39,1957-12-14T05:00:00Z,Subscription Season,Carnegie Hall,"Manhattan, NY",8:45PM
39,1957-12-15T05:00:00Z,Subscription Season,Carnegie Hall,"Manhattan, NY",3:00PM
46,1957-12-19T05:00:00Z,Subscription Season,Carnegie Hall,"Manhattan, NY",8:45PM
46,1957-12-20T05:00:00Z,Subscription Season,Carnegie Hall,"Manhattan, NY",2:30PM
53,1957-12-21T05:00:00Z,Subscription Season,Carnegie Hall,"Manhattan, NY",8:45PM
60,1957-12-22T05:00:00Z,Subscription Season,Carnegie Hall,"Manhattan, NY",3:00PM
3727,1958-01-02T05:00:00Z,Subscription Season,Carnegie Hall,"Manhattan, NY",8:45PM
3727,1958-01-03T05:00:00Z,Subscription Season,Carnegie Hall,"Manhattan, NY",2:30PM
3727,1958-01-05T05:00:00Z,Subscription Season,Carnegie Hall,"Manhattan, NY",3:00PM
3734,1958-01-04T05:00:00Z,Subscription Season,Carnegie Hall,"Manhattan, NY",8:45PM
3740,1958-01-09T05:00:00Z,Subscription Season,Carnegie Hall,"Manhattan, NY",8:45PM
3740,1958-01-10T05:00:00Z,Subscription Season,Carnegie Hall,"Manhattan, NY",2:30PM
3745,1958-01-11T05:00:00Z,Subscription Season,Carnegie Hall,"Manhattan, NY",8:45PM
3749,1958-01-12T05:00:00Z,Subscription Season,Carnegie Hall,"Manhattan, NY",3:00PM
11817,1958-01-13T05:00:00Z,Special,Waldorf-Astoria Hotel,"Manhattan, NY",6:30PM
3755,1958-01-16T05:00:00Z,Subscription Season,Carnegie Hall,"Manhattan, NY",8:45PM
3755,1958-01-17T05:00:00Z,Subscription Season,Carnegie Hall,"Manhattan, NY",2:30PM
784,1958-01-18T05:00:00Z,Young People's Concert,Carnegie Hall,"Manhattan, NY",12:00PM
3760,1958-01-19T05:00:00Z,Subscription Season,Carnegie Hall,"Manhattan, NY",3:00PM
788,1958-01-22T05:00:00Z,Young People's Concert,Carnegie Hall,"Manhattan, NY",2:00PM
3765,1958-01-23T05:00:00Z,Subscription Season,Carnegie Hall,"Manhattan, NY",8:45PM
3765,1958-01-24T05:00:00Z,Subscription Season,Carnegie Hall,"Manhattan, NY",2:30PM
3771,1958-01-25T05:00:00Z,Subscription Season,Carnegie Hall,"Manhattan, NY",8:45PM
3777,1958-01-26T05:00:00Z,Subscription Season,Carnegie Hall,"Manhattan, NY",3:00PM
3784,1958-01-30T05:00:00Z,Subscription Season,Carnegie Hall,"Manhattan, NY",8:45PM
3784,1958-01-31T05:00:00Z,Subscription Season,Carnegie Hall,"Manhattan, NY",2:30PM
5149,1958-02-01T05:00:00Z,Young People's Concert,Carnegie Hall,"Manhattan, NY",12:00PM
703,1958-02-02T05:00:00Z,Subscription Season,Carnegie Hall,"Manhattan, NY",3:00PM
709,1958-02-06T05:00:00Z,Subscription Season,Carnegie Hall,"Manhattan, NY",8:45PM
709,1958-02-07T05:00:00Z,Subscription Season,Carnegie Hall,"Manhattan, NY",2:30PM
715,1958-02-08T05:00:00Z,Subscription Season,Carnegie Hall,"Manhattan, NY",8:45PM
722,1958-02-09T05:00:00Z,Subscription Season,Carnegie Hall,"Manhattan, NY",3:00PM
5154,1958-02-12T05:00:00Z,Young People's Concert,Carnegie Hall,"Manhattan, NY",3:30PM
728,1958-02-13T05:00:00Z,Subscription Season,Carnegie Hall,"Manhattan, NY",8:45PM
728,1958-02-14T05:00:00Z,Subscription Season,Carnegie Hall,"Manhattan, NY",2:30PM
734,1958-02-15T05:00:00Z,Subscription Season,Carnegie Hall,"Manhattan, NY",8:45PM
738,1958-02-16T05:00:00Z,Subscription Season,Carnegie Hall,"Manhattan, NY",3:00PM
5158,1958-02-17T05:00:00Z,Young People's Concert,Garden City High School,"Garden City, NY",1:30PM
13592,1958-02-18T05:00:00Z,Runout,Mosque Theatre,"Newark, NJ",8:40PM
742,1958-02-20T05:00:00Z,Subscription Season,Carnegie Hall,"Manhattan, NY",8:45PM
742,1958-02-21T05:00:00Z,Subscription Season,Carnegie Hall,"Manhattan, NY",2:30PM
748,1958-02-22T05:00:00Z,Subscription Season,Carnegie Hall,"Manhattan, NY",8:45PM
754,1958-02-23T05:00:00Z,Subscription Season,Carnegie Hall,"Manhattan, NY",3:00PM
762,1958-02-26T05:00:00Z,Pension Fund Benefit Concert,Carnegie Hall,"Manhattan, NY",8:45PM
768,1958-02-27T05:00:00Z,Subscription Season,Carnegie Hall,"Manhattan, NY",8:45PM
768,1958-02-28T05:00:00Z,Subscription Season,Carnegie Hall,"Manhattan, NY",2:30PM
5074,1958-03-01T05:00:00Z,Subscription Season,Carnegie Hall,"Manhattan, NY",8:45PM
5079,1958-03-02T05:00:00Z,Subscription Season,Carnegie Hall,"Manhattan, NY",3:00PM
5085,1958-03-06T05:00:00Z,Subscription Season,Carnegie Hall,"Manhattan, NY",8:45PM
5085,1958-03-07T05:00:00Z,Subscription Season,Carnegie Hall,"Manhattan, NY",2:30PM
2143,1958-03-08T05:00:00Z,Young People's Concert,Carnegie Hall,"Manhattan, NY",12:00PM
7394,1958-03-09T05:00:00Z,Subscription Season,Carnegie Hall,"Manhattan, NY",3:00PM
5091,1958-03-10T05:00:00Z,Pension Fund Benefit Concert,Carnegie Hall,"Manhattan, NY",8:45PM
2147,1958-03-12T05:00:00Z,Young People's Concert,Carnegie Hall,"Manhattan, NY",2:00PM
5094,1958-03-13T05:00:00Z,Subscription Season,Carnegie Hall,"Manhattan, NY",8:45PM
5094,1958-03-14T05:00:00Z,Subscription Season,Carnegie Hall,"Manhattan, NY",2:30PM
5099,1958-03-15T05:00:00Z,Subscription Season,Carnegie Hall,"Manhattan, NY",8:45PM
5103,1958-03-16T05:00:00Z,Subscription Season,Carnegie Hall,"Manhattan, NY",3:00PM
2150,1958-03-17T05:00:00Z,Young People's Concert,Junior (North) High School,"Great Neck, NY",1:00PM
5108,1958-03-20T05:00:00Z,Subscription Season,Carnegie Hall,"Manhattan, NY",8:45PM
5108,1958-03-21T05:00:00Z,Subscription Season,Carnegie Hall,"Manhattan, NY",2:30PM
5108,1958-03-23T05:00:00Z,Subscription Season,Carnegie Hall,"Manhattan, NY",3:00PM
5115,1958-03-22T05:00:00Z,Subscription Season,Carnegie Hall,"Manhattan, NY",8:45PM
5120,1958-03-27T05:00:00Z,Subscription Season,Carnegie Hall,"Manhattan, NY",8:45PM
5120,1958-03-28T05:00:00Z,Subscription Season,Carnegie Hall,"Manhattan, NY",2:30PM
5126,1958-03-29T05:00:00Z,Subscription Season,Carnegie Hall,"Manhattan, NY",8:45PM
5132,1958-03-30T05:00:00Z,Subscription Season,Carnegie Hall,"Manhattan, NY",3:00PM
2091,1958-04-02T05:00:00Z,Subscription Season,"Brooklyn Center for the Performing Arts, Whitman Hall","Brooklyn, NY",8:30PM
2095,1958-04-03T05:00:00Z,Subscription Season,Carnegie Hall,"Manhattan, NY",8:45PM
2095,1958-04-04T05:00:00Z,Subscription Season,Carnegie Hall,"Manhattan, NY",2:30PM
2095,1958-04-06T05:00:00Z,Subscription Season,Carnegie Hall,"Manhattan, NY",3:00PM
11988,1958-04-08T05:00:00Z,Chamber Concert (Private),Metropolitan Museum of Art,"Manhattan, NY",8:30PM
2099,1958-04-10T05:00:00Z,Subscription Season,Carnegie Hall,"Manhattan, NY",8:45PM
2099,1958-04-11T05:00:00Z,Subscription Season,Carnegie Hall,"Manhattan, NY",2:30PM
2103,1958-04-12T05:00:00Z,Subscription Season,Carnegie Hall,"Manhattan, NY",8:45PM
2105,1958-04-13T05:00:00Z,Subscription Season,Carnegie Hall,"Manhattan, NY",3:00PM
2110,1958-04-17T05:00:00Z,Subscription Season,Carnegie Hall,"Manhattan, NY",8:45PM
2110,1958-04-18T05:00:00Z,Subscription Season,Carnegie Hall,"Manhattan, NY",2:30PM
6486,1958-04-19T05:00:00Z,Young People's Concert,Carnegie Hall,"Manhattan, NY",12:00PM
2115,1958-04-20T05:00:00Z,Subscription Season,Carnegie Hall,"Manhattan, NY",3:00PM
2118,1958-04-22T05:00:00Z,Runout,Westchester County Center,"White Plains, NY",8:30PM
2124,1958-04-24T05:00:00Z,Subscription Season,Carnegie Hall,"Manhattan, NY",8:45PM
2124,1958-04-25T05:00:00Z,Subscription Season,Carnegie Hall,"Manhattan, NY",2:30PM
2124,1958-04-27T05:00:00Z,Subscription Season,Carnegie Hall,"Manhattan, NY",3:00PM
4316,1958-04-29T04:00:00Z,Tour,Rio Theatre,"Panama City, PANAMA",8:30PM
4322,1958-04-30T04:00:00Z,Tour,Aula Magna,"Caracas, VENEZUELA",8:30PM
1244,1958-05-01T04:00:00Z,Tour,Concha Acustica,"Caracas, VENEZUELA",6:30PM
1250,1958-05-02T04:00:00Z,Tour,Aula Magna,"Caracas, VENEZUELA",8:30PM
1255,1958-05-03T04:00:00Z,Tour,Club Alianza,"Maracaibo, VENEZUELA",8:30PM
1260,1958-05-05T04:00:00Z,Tour,Teatro Colón,"Bogota, COLOMBIA",8:00PM
1267,1958-05-06T04:00:00Z,Tour,Teatro Colombia,"Bogota, COLOMBIA",9:15PM
1272,1958-05-07T04:00:00Z,Tour,Teatro Junín,"Medellin, COLOMBIA",6:15PM
1275,1958-05-08T04:00:00Z,Tour,Teatro Municipal,"Cali, COLOMBIA",9:00PM
1277,1958-05-09T04:00:00Z,Tour,Teatro 9 de Octubre,"Guayaquil, ECUADOR",9:30PM
1278,1958-05-11T04:00:00Z,Tour,Teatro Bolivar,"Quito, ECUADOR",9:30PM
1279,1958-05-12T04:00:00Z,Tour,Municipal Theatre,"Lima, PERU",7:00PM
1281,1958-05-13T04:00:00Z,Tour,Municipal Theatre,"Lima, PERU",7:00PM
1282,1958-05-15T04:00:00Z,Tour,Teatro Municipal,"La Paz, BOLIVIA",9:00PM
1285,1958-05-16T04:00:00Z,Tour,Teatro Municipal,"La Paz, BOLIVIA",9:00PM
1288,1958-05-17T04:00:00Z,Tour,Teatro Municipal,"Asuncion, PARAGUAY",9:00PM
1290,1958-05-18T04:00:00Z,Tour,Teatro Municipal,"Asuncion, PARAGUAY",9:00PM
1294,1958-05-20T04:00:00Z,Tour,Teatro Astor,"Santiago, CHILE",7:00PM
1297,1958-05-21T04:00:00Z,Tour,Municipale de Vina del Mar,"Vina Del Mar, CHILE",7:00PM
1300,1958-05-22T04:00:00Z,Tour,Caupolicán,"Santiago, CHILE",7:00PM
1305,1958-05-23T04:00:00Z,Tour,Teatro Astor,"Santiago, CHILE",7:00PM
1310,1958-05-24T04:00:00Z,Tour,Teatro Gran Rex,"Mendoza, ARGENTINA",9:00PM
1315,1958-05-26T04:00:00Z,Tour,Estudio Auditorio,"Montevideo, URUGUAY",7:15PM
1320,1958-05-27T04:00:00Z,Tour,Estudio Auditorio,"Montevideo, URUGUAY",7:15PM
1327,1958-05-28T04:00:00Z,Tour,Teatro Colón,"Buenos Aires, ARGENTINA",9:30PM
1335,1958-05-29T04:00:00Z,Tour,Teatro Rivera Indarte,"Cordoba, ARGENTINA",9:00PM
1339,1958-05-31T04:00:00Z,Tour,Teatro Colón,"Buenos Aires, ARGENTINA",5:30PM
5632,1958-06-01T04:00:00Z,Tour,Estudio Auditorio,"Montevideo, URUGUAY",6:30PM
5637,1958-06-02T04:00:00Z,Tour,Teatro Colón,"Buenos Aires, ARGENTINA",9:30PM
5641,1958-06-03T04:00:00Z,Tour,University Auditorium,"Porto Alegre, BRAZIL",9:00PM
5646,1958-06-05T04:00:00Z,Tour,Teatro Municipal,"Sao Paulo, BRAZIL",9:00PM
5651,1958-06-06T04:00:00Z,Tour,Teatro Municipal,"Sao Paulo, BRAZIL",9:00PM
5657,1958-06-07T04:00:00Z,Tour,Anhangabau,"Sao Paulo, BRAZIL",4:00PM
5663,1958-06-07T04:00:00Z,Tour,Teatro Municipal,"Sao Paulo, BRAZIL",9:00PM
5667,1958-06-09T04:00:00Z,Tour,Teatro Municipal,"Rio De Janeiro, BRAZIL",9:00PM
5672,1958-06-10T04:00:00Z,Tour,Teatro Municipal,"Rio De Janeiro, BRAZIL",9:00PM
5678,1958-06-11T04:00:00Z,Tour,Maracanazinho,"Rio De Janeiro, BRAZIL",9:00PM
5685,1958-06-14T04:00:00Z,Tour,Palacio de Bellas Artes,"Mexico City, MEXICO",9:30PM
5691,1958-06-15T04:00:00Z,Tour,Auditorio Nacional,"Mexico City, MEXICO",11:00AM
11291,1958-06-16T04:00:00Z,Tour,City Hall,"Manhattan, NY",None
10090,1958-06-23T04:00:00Z,Stadium Concert,Lewisohn Stadium,"Manhattan, NY",8:30PM
10643,1958-06-24T04:00:00Z,Stadium Concert,Lewisohn Stadium,"Manhattan, NY",8:30PM
11270,1958-06-25T04:00:00Z,Stadium Concert,Lewisohn Stadium,"Manhattan, NY",8:30PM
10883,1958-06-27T04:00:00Z,Stadium Concert,Lewisohn Stadium,"Manhattan, NY",8:30PM
11271,1958-06-28T04:00:00Z,Stadium Concert,Lewisohn Stadium,"Manhattan, NY",8:30PM
11272,1958-06-30T04:00:00Z,Stadium Concert,Lewisohn Stadium,"Manhattan, NY",8:30PM
11273,1958-07-02T04:00:00Z,Stadium Concert,Lewisohn Stadium,"Manhattan, NY",8:30PM
11274,1958-07-03T04:00:00Z,Stadium Concert,Lewisohn Stadium,"Manhattan, NY",8:30PM
11275,1958-07-05T04:00:00Z,Stadium Concert,Lewisohn Stadium,"Manhattan, NY",8:30PM
11290,1958-07-07T04:00:00Z,Stadium Concert,Lewisohn Stadium,"Manhattan, NY",8:30PM
11292,1958-07-09T04:00:00Z,Stadium Concert,Lewisohn Stadium,"Manhattan, NY",8:30PM
11293,1958-07-10T04:00:00Z,Stadium Concert,Lewisohn Stadium,"Manhattan, NY",8:30PM
11294,1958-07-13T04:00:00Z,Stadium Concert,Lewisohn Stadium,"Manhattan, NY",8:30PM
11296,1958-07-15T04:00:00Z,Stadium Concert,Lewisohn Stadium,"Manhattan, NY",8:30PM
11295,1958-07-16T04:00:00Z,Stadium Concert,Lewisohn Stadium,"Manhattan, NY",8:30PM
11298,1958-07-17T04:00:00Z,Stadium Concert,Lewisohn Stadium,"Manhattan, NY",8:30PM
11299,1958-07-19T04:00:00Z,Stadium Concert,Lewisohn Stadium,"Manhattan, NY",8:30PM
11300,1958-07-21T04:00:00Z,Stadium Concert,Lewisohn Stadium,"Manhattan, NY",8:30PM
11302,1958-07-23T04:00:00Z,Stadium Concert,Lewisohn Stadium,"Manhattan, NY",8:30PM
11303,1958-07-24T04:00:00Z,Stadium Concert,Lewisohn Stadium,"Manhattan, NY",8:30PM
11304,1958-07-26T04:00:00Z,Stadium Concert,Lewisohn Stadium,"Manhattan, NY",8:30PM
11305,1958-07-29T04:00:00Z,Stadium Concert,Lewisohn Stadium,"Manhattan, NY",8:30PM
11309,1958-07-30T04:00:00Z,Stadium Concert,Lewisohn Stadium,"Manhattan, NY",8:30PM
11311,1958-08-01T04:00:00Z,Stadium Concert,Lewisohn Stadium,"Manhattan, NY",8:30PM
10682,1958-08-02T04:00:00Z,Stadium Concert,Lewisohn Stadium,"Manhattan, NY",8:30PM
10684,1958-08-04T04:00:00Z,Stadium Concert,Lewisohn Stadium,"Manhattan, NY",8:30PM
4835,1958-09-24T04:00:00Z,Tour,Municipal Auditorium,"Springfield, MA",8:30PM
4841,1958-09-25T04:00:00Z,Tour,Bushnell Auditorium,"Hartford, CT",8:15PM
13519,1958-09-26T04:00:00Z,Tour,Symphony Hall,"Boston, MA",8:30PM
13517,1958-09-27T04:00:00Z,Tour,Veterans' Memorial Auditorium,"Providence, RI",8:30PM
13518,1958-09-28T04:00:00Z,Tour,Constitution Hall,"Washington, DC",3:00PM
6937,1958-10-02T04:00:00Z,Subscription Season,Carnegie Hall,"Manhattan, NY",8:30PM
6942,1958-10-03T04:00:00Z,Subscription Season,Carnegie Hall,"Manhattan, NY",2:30PM
6942,1958-10-04T04:00:00Z,Subscription Season,Carnegie Hall,"Manhattan, NY",8:30PM
6942,1958-10-05T04:00:00Z,Subscription Season,Carnegie Hall,"Manhattan, NY",3:00PM
6949,1958-10-09T04:00:00Z,Subscription Season,Carnegie Hall,"Manhattan, NY",8:30PM
6949,1958-10-10T04:00:00Z,Subscription Season,Carnegie Hall,"Manhattan, NY",2:30PM
6949,1958-10-11T04:00:00Z,Subscription Season,Carnegie Hall,"Manhattan, NY",8:30PM
6949,1958-10-12T04:00:00Z,Subscription Season,Carnegie Hall,"Manhattan, NY",3:00PM
6953,1958-10-16T04:00:00Z,Subscription Season,Carnegie Hall,"Manhattan, NY",8:30PM
6953,1958-10-17T04:00:00Z,Subscription Season,Carnegie Hall,"Manhattan, NY",2:30PM
6953,1958-10-18T04:00:00Z,Subscription Season,Carnegie Hall,"Manhattan, NY",8:30PM
6953,1958-10-19T04:00:00Z,Subscription Season,Carnegie Hall,"Manhattan, NY",3:00PM
6956,1958-10-23T04:00:00Z,Subscription Season,Carnegie Hall,"Manhattan, NY",8:30PM
6956,1958-10-24T04:00:00Z,Subscription Season,Carnegie Hall,"Manhattan, NY",2:30PM
6956,1958-10-25T04:00:00Z,Subscription Season,Carnegie Hall,"Manhattan, NY",8:30PM
6961,1958-10-26T04:00:00Z,Subscription Season,Carnegie Hall,"Manhattan, NY",3:00PM
6967,1958-10-30T05:00:00Z,Subscription Season,Carnegie Hall,"Manhattan, NY",8:30PM
6967,1958-10-31T05:00:00Z,Subscription Season,Carnegie Hall,"Manhattan, NY",2:30PM
6967,1958-11-01T05:00:00Z,Subscription Season,Carnegie Hall,"Manhattan, NY",8:30PM
6967,1958-11-02T05:00:00Z,Subscription Season,Carnegie Hall,"Manhattan, NY",3:00PM
959,1958-11-01T05:00:00Z,Young People's Concert,Carnegie Hall,"Manhattan, NY",12:00PM
3926,1958-11-06T05:00:00Z,Subscription Season,Carnegie Hall,"Manhattan, NY",8:30PM
3926,1958-11-07T05:00:00Z,Subscription Season,Carnegie Hall,"Manhattan, NY",2:30PM
3926,1958-11-08T05:00:00Z,Subscription Season,Carnegie Hall,"Manhattan, NY",8:30PM
3928,1958-11-09T05:00:00Z,Subscription Season,Carnegie Hall,"Manhattan, NY",3:00PM
3930,1958-11-13T05:00:00Z,Subscription Season,Carnegie Hall,"Manhattan, NY",8:30PM
3930,1958-11-14T05:00:00Z,Subscription Season,Carnegie Hall,"Manhattan, NY",2:30PM
3933,1958-11-15T05:00:00Z,Subscription Season,Carnegie Hall,"Manhattan, NY",8:30PM
3933,1958-11-16T05:00:00Z,Subscription Season,Carnegie Hall,"Manhattan, NY",3:00PM
3936,1958-11-20T05:00:00Z,Subscription Season,Carnegie Hall,"Manhattan, NY",8:30PM
3936,1958-11-21T05:00:00Z,Subscription Season,Carnegie Hall,"Manhattan, NY",2:30PM
3936,1958-11-22T05:00:00Z,Subscription Season,Carnegie Hall,"Manhattan, NY",8:30PM
3936,1958-11-23T05:00:00Z,Subscription Season,Carnegie Hall,"Manhattan, NY",3:00PM
3939,1958-11-27T05:00:00Z,Subscription Season,Carnegie Hall,"Manhattan, NY",8:30PM
3939,1958-11-28T05:00:00Z,Subscription Season,Carnegie Hall,"Manhattan, NY",2:30PM
3939,1958-11-29T05:00:00Z,Subscription Season,Carnegie Hall,"Manhattan, NY",8:30PM
3939,1958-11-30T05:00:00Z,Subscription Season,Carnegie Hall,"Manhattan, NY",3:00PM
901,1958-12-04T05:00:00Z,Subscription Season,Carnegie Hall,"Manhattan, NY",8:30PM
901,1958-12-05T05:00:00Z,Subscription Season,Carnegie Hall,"Manhattan, NY",2:30PM
901,1958-12-06T05:00:00Z,Subscription Season,Carnegie Hall,"Manhattan, NY",8:30PM
905,1958-12-07T05:00:00Z,Subscription Season,Carnegie Hall,"Manhattan, NY",3:00PM
11818,1958-12-08T05:00:00Z,Special,Madison Square Garden,"Manhattan, NY",None
11818,1958-12-15T05:00:00Z,Special,Madison Square Garden,"Manhattan, NY",None
908,1958-12-10T05:00:00Z,Special,United Nations General Assembly Hall,"Manhattan, NY",8:30PM
910,1958-12-11T05:00:00Z,Subscription Season,Carnegie Hall,"Manhattan, NY",8:30PM
910,1958-12-12T05:00:00Z,Subscription Season,Carnegie Hall,"Manhattan, NY",2:30PM
910,1958-12-13T05:00:00Z,Subscription Season,Carnegie Hall,"Manhattan, NY",8:30PM
5348,1958-12-13T05:00:00Z,Young People's Concert,Carnegie Hall,"Manhattan, NY",12:00PM
913,1958-12-14T05:00:00Z,Subscription Season,Carnegie Hall,"Manhattan, NY",3:00PM
916,1958-12-18T05:00:00Z,Subscription Season,Carnegie Hall,"Manhattan, NY",8:30PM
916,1958-12-19T05:00:00Z,Subscription Season,Carnegie Hall,"Manhattan, NY",2:30PM
916,1958-12-20T05:00:00Z,Subscription Season,Carnegie Hall,"Manhattan, NY",8:30PM
916,1958-12-21T05:00:00Z,Subscription Season,Carnegie Hall,"Manhattan, NY",3:00PM
922,1958-12-21T05:00:00Z,Subscription Season,Carnegie Hall,"Manhattan, NY",8:15PM
4628,1959-01-01T05:00:00Z,Subscription Season,Carnegie Hall,"Manhattan, NY",8:30PM
4628,1959-01-02T05:00:00Z,Subscription Season,Carnegie Hall,"Manhattan, NY",2:30PM
4628,1959-01-03T05:00:00Z,Subscription Season,Carnegie Hall,"Manhattan, NY",8:30PM
4633,1959-01-04T05:00:00Z,Subscription Season,Carnegie Hall,"Manhattan, NY",3:00PM
4638,1959-01-08T05:00:00Z,Subscription Season,Carnegie Hall,"Manhattan, NY",8:30PM
4638,1959-01-09T05:00:00Z,Subscription Season,Carnegie Hall,"Manhattan, NY",2:30PM
4638,1959-01-10T05:00:00Z,Subscription Season,Carnegie Hall,"Manhattan, NY",8:30PM
4642,1959-01-11T05:00:00Z,Subscription Season,Carnegie Hall,"Manhattan, NY",3:00PM
4646,1959-01-15T05:00:00Z,Subscription Season,Carnegie Hall,"Manhattan, NY",8:30PM
4646,1959-01-16T05:00:00Z,Subscription Season,Carnegie Hall,"Manhattan, NY",2:30PM
4646,1959-01-17T05:00:00Z,Subscription Season,Carnegie Hall,"Manhattan, NY",8:30PM
4646,1959-01-18T05:00:00Z,Subscription Season,Carnegie Hall,"Manhattan, NY",3:00PM
4652,1959-01-22T05:00:00Z,Subscription Season,Carnegie Hall,"Manhattan, NY",8:30PM
4652,1959-01-23T05:00:00Z,Subscription Season,Carnegie Hall,"Manhattan, NY",2:30PM
4652,1959-01-24T05:00:00Z,Subscription Season,Carnegie Hall,"Manhattan, NY",8:30PM
4652,1959-01-25T05:00:00Z,Subscription Season,Carnegie Hall,"Manhattan, NY",3:00PM
1661,1959-01-24T05:00:00Z,Young People's Concert,Carnegie Hall,"Manhattan, NY",12:00PM
4658,1959-01-29T05:00:00Z,Subscription Season,Carnegie Hall,"Manhattan, NY",8:30PM
4658,1959-01-30T05:00:00Z,Subscription Season,Carnegie Hall,"Manhattan, NY",2:30PM
4658,1959-01-31T05:00:00Z,Subscription Season,Carnegie Hall,"Manhattan, NY",8:30PM
1606,1959-02-01T05:00:00Z,Subscription Season,Carnegie Hall,"Manhattan, NY",3:00PM
1612,1959-02-05T05:00:00Z,Subscription Season,Carnegie Hall,"Manhattan, NY",8:30PM
1612,1959-02-06T05:00:00Z,Subscription Season,Carnegie Hall,"Manhattan, NY",2:30PM
1612,1959-02-07T05:00:00Z,Subscription Season,Carnegie Hall,"Manhattan, NY",8:30PM
1619,1959-02-08T05:00:00Z,Subscription Season,Carnegie Hall,"Manhattan, NY",8:15PM
1617,1959-02-08T05:00:00Z,Subscription Season,Carnegie Hall,"Manhattan, NY",3:00PM
1620,1959-02-12T05:00:00Z,Subscription Season,Carnegie Hall,"Manhattan, NY",8:30PM
1620,1959-02-13T05:00:00Z,Subscription Season,Carnegie Hall,"Manhattan, NY",2:30PM
1620,1959-02-14T05:00:00Z,Subscription Season,Carnegie Hall,"Manhattan, NY",8:30PM
1624,1959-02-15T05:00:00Z,Subscription Season,Carnegie Hall,"Manhattan, NY",3:00PM
1627,1959-02-17T05:00:00Z,Pension Fund Benefit Concert,Carnegie Hall,"Manhattan, NY",8:30PM
1630,1959-02-19T05:00:00Z,Subscription Season,Carnegie Hall,"Manhattan, NY",8:30PM
1630,1959-02-20T05:00:00Z,Subscription Season,Carnegie Hall,"Manhattan, NY",2:30PM
1630,1959-02-21T05:00:00Z,Subscription Season,Carnegie Hall,"Manhattan, NY",8:30PM
