programID,Date,eventType,Venue,Location,Time
10306,1923-12-21T05:00:00Z,Subscription Season,Carnegie Hall,"Manhattan, NY",None
424,1923-12-21T05:00:00Z,Private Concert,Waldorf-Astoria Hotel,"Manhattan, NY",8:30PM
426,1923-12-23T05:00:00Z,Subscription Season,Metropolitan Opera House (39th street),"Manhattan, NY",3:00PM
8684,1923-12-23T05:00:00Z,Subscription Season,Aeolian Hall,"Manhattan, NY",3:00PM
8691,1923-12-27T05:00:00Z,Subscription Season,Carnegie Hall,"Manhattan, NY",3:00PM
8691,1923-12-28T05:00:00Z,Subscription Season,Carnegie Hall,"Manhattan, NY",8:15PM
429,1923-12-27T05:00:00Z,Subscription Season,Carnegie Hall,"Manhattan, NY",8:30PM
429,1923-12-28T05:00:00Z,Subscription Season,Carnegie Hall,"Manhattan, NY",2:30PM
10307,1923-12-29T05:00:00Z,Young People's Concert,Carnegie Hall,"Manhattan, NY",2:30PM
432,1923-12-30T05:00:00Z,Subscription Season,Carnegie Hall,"Manhattan, NY",3:00PM
436,1923-12-31T05:00:00Z,Student Concert,Carnegie Hall,"Manhattan, NY",8:30PM
8692,1924-01-03T05:00:00Z,Subscription Season,Carnegie Hall,"Manhattan, NY",3:00PM
8692,1924-01-04T05:00:00Z,Subscription Season,Carnegie Hall,"Manhattan, NY",8:15PM
7018,1924-01-05T05:00:00Z,Subscription Season,Carnegie Hall,"Manhattan, NY",8:30PM
8693,1924-01-06T05:00:00Z,Subscription Season,Aeolian Hall,"Manhattan, NY",3:00PM
7029,1924-01-06T05:00:00Z,Subscription Season,Brooklyn Academy of Music,"Brooklyn, NY",3:15PM
10309,1924-01-07T05:00:00Z,Chamber,Carnegie Hall,"Manhattan, NY",8:15PM
7032,1924-01-08T05:00:00Z,Subscription Season,Metropolitan Opera House (39th street),"Manhattan, NY",8:30PM
7039,1924-01-10T05:00:00Z,Subscription Season,Carnegie Hall,"Manhattan, NY",8:30PM
7039,1924-01-11T05:00:00Z,Subscription Season,Carnegie Hall,"Manhattan, NY",2:30PM
8694,1924-01-10T05:00:00Z,Subscription Season,Carnegie Hall,"Manhattan, NY",3:00PM
8694,1924-01-11T05:00:00Z,Subscription Season,Carnegie Hall,"Manhattan, NY",8:15PM
10310,1924-01-12T05:00:00Z,Young People's Concert,Carnegie Hall,"Manhattan, NY",11:00AM
8695,1924-01-13T05:00:00Z,Subscription Season,Aeolian Hall,"Manhattan, NY",3:00PM
7047,1924-01-13T05:00:00Z,Subscription Season,Carnegie Hall,"Manhattan, NY",3:00PM
7054,1924-01-15T05:00:00Z,Subscription Season,Metropolitan Opera House (39th street),"Manhattan, NY",8:30PM
7063,1924-01-17T05:00:00Z,Subscription Season,Carnegie Hall,"Manhattan, NY",8:30PM
7063,1924-01-18T05:00:00Z,Subscription Season,Carnegie Hall,"Manhattan, NY",2:30PM
7070,1924-01-20T05:00:00Z,Subscription Season,Carnegie Hall,"Manhattan, NY",3:00PM
7075,1924-01-21T05:00:00Z,Student Concert,Carnegie Hall,"Manhattan, NY",8:30PM
4168,1924-01-24T05:00:00Z,Subscription Season,Carnegie Hall,"Manhattan, NY",8:30PM
4168,1924-01-25T05:00:00Z,Subscription Season,Carnegie Hall,"Manhattan, NY",2:30PM
8696,1924-01-24T05:00:00Z,Subscription Season,Carnegie Hall,"Manhattan, NY",3:00PM
8696,1924-01-25T05:00:00Z,Subscription Season,Carnegie Hall,"Manhattan, NY",8:15PM
10028,1924-01-26T05:00:00Z,Young People's Concert,Carnegie Hall,"Manhattan, NY",2:30PM
1578,1924-01-26T05:00:00Z,Young People's Concert,Aeolian Hall,"Manhattan, NY",11:00AM
1578,1924-01-28T05:00:00Z,Young People's Concert,Aeolian Hall,"Manhattan, NY",3:30PM
8697,1924-01-27T05:00:00Z,Subscription Season,Aeolian Hall,"Manhattan, NY",3:00PM
4175,1924-01-27T05:00:00Z,Subscription Season,Carnegie Hall,"Manhattan, NY",3:00PM
4180,1924-01-29T05:00:00Z,Subscription Season,Metropolitan Opera House (39th street),"Manhattan, NY",8:30PM
4185,1924-01-30T05:00:00Z,Student Concert,Carnegie Hall,"Manhattan, NY",8:30PM
4192,1924-01-31T05:00:00Z,Private Concert,Waldorf-Astoria Hotel,"Manhattan, NY",8:30PM
8698,1924-01-31T05:00:00Z,Subscription Season,Carnegie Hall,"Manhattan, NY",3:00PM
8698,1924-02-01T05:00:00Z,Subscription Season,Carnegie Hall,"Manhattan, NY",8:15PM
10311,1924-02-02T05:00:00Z,Young People's Concert,Carnegie Hall,"Manhattan, NY",11:00AM
8699,1924-02-03T05:00:00Z,Subscription Season,Aeolian Hall,"Manhattan, NY",3:00PM
104,1924-02-03T05:00:00Z,Subscription Season,Brooklyn Academy of Music,"Brooklyn, NY",3:15PM
111,1924-02-06T05:00:00Z,Student Concert,Carnegie Hall,"Manhattan, NY",8:30PM
116,1924-02-07T05:00:00Z,Subscription Season,Carnegie Hall,"Manhattan, NY",8:30PM
116,1924-02-08T05:00:00Z,Subscription Season,Carnegie Hall,"Manhattan, NY",2:30PM
2043,1924-02-09T05:00:00Z,Young People's Concert,Aeolian Hall,"Manhattan, NY",11:00AM
2043,1924-02-11T05:00:00Z,Young People's Concert,Aeolian Hall,"Manhattan, NY",3:30PM
8701,1924-02-10T05:00:00Z,Subscription Season,Aeolian Hall,"Manhattan, NY",3:00PM
123,1924-02-10T05:00:00Z,Subscription Season,Carnegie Hall,"Manhattan, NY",3:00PM
128,1924-02-14T05:00:00Z,Subscription Season,Carnegie Hall,"Manhattan, NY",8:30PM
128,1924-02-15T05:00:00Z,Subscription Season,Carnegie Hall,"Manhattan, NY",2:30PM
8702,1924-02-14T05:00:00Z,Subscription Season,Carnegie Hall,"Manhattan, NY",3:00PM
8702,1924-02-15T05:00:00Z,Subscription Season,Carnegie Hall,"Manhattan, NY",8:15PM
136,1924-02-16T05:00:00Z,Subscription Season,Carnegie Hall,"Manhattan, NY",8:30PM
145,1924-02-17T05:00:00Z,Subscription Season,Carnegie Hall,"Manhattan, NY",3:00PM
8703,1924-02-17T05:00:00Z,Subscription Season,Aeolian Hall,"Manhattan, NY",3:00PM
149,1924-02-19T05:00:00Z,Subscription Season,Metropolitan Opera House (39th street),"Manhattan, NY",8:30PM
153,1924-02-21T05:00:00Z,Subscription Season,Carnegie Hall,"Manhattan, NY",8:30PM
153,1924-02-22T05:00:00Z,Subscription Season,Carnegie Hall,"Manhattan, NY",2:30PM
8704,1924-02-24T05:00:00Z,Subscription Season,Aeolian Hall,"Manhattan, NY",3:00PM
1121,1924-02-24T05:00:00Z,Subscription Season,Carnegie Hall,"Manhattan, NY",3:00PM
1124,1924-02-27T05:00:00Z,Student Concert,Carnegie Hall,"Manhattan, NY",8:30PM
1128,1924-02-28T05:00:00Z,Subscription Season,Carnegie Hall,"Manhattan, NY",8:30PM
1128,1924-02-29T05:00:00Z,Subscription Season,Carnegie Hall,"Manhattan, NY",2:30PM
8705,1924-02-28T05:00:00Z,Subscription Season,Carnegie Hall,"Manhattan, NY",3:00PM
8969,1924-02-29T05:00:00Z,Subscription Season,Carnegie Hall,"Manhattan, NY",8:15PM
10312,1924-03-01T05:00:00Z,Young People's Concert,Carnegie Hall,"Manhattan, NY",2:30PM
2466,1924-03-01T05:00:00Z,Young People's Concert,Aeolian Hall,"Manhattan, NY",11:00AM
2466,1924-03-03T05:00:00Z,Young People's Concert,Aeolian Hall,"Manhattan, NY",3:30PM
8706,1924-03-02T05:00:00Z,Subscription Season,Aeolian Hall,"Manhattan, NY",3:00PM
514,1924-03-02T05:00:00Z,Subscription Season,Brooklyn Academy of Music,"Brooklyn, NY",3:15PM
518,1924-03-04T05:00:00Z,Subscription Season,Metropolitan Opera House (39th street),"Manhattan, NY",8:30PM
8707,1924-03-06T05:00:00Z,Subscription Season,Carnegie Hall,"Manhattan, NY",3:00PM
8707,1924-03-07T05:00:00Z,Subscription Season,Carnegie Hall,"Manhattan, NY",8:15PM
523,1924-03-06T05:00:00Z,Subscription Season,Carnegie Hall,"Manhattan, NY",8:30PM
523,1924-03-07T05:00:00Z,Subscription Season,Carnegie Hall,"Manhattan, NY",2:30PM
527,1924-03-09T05:00:00Z,Subscription Season,Carnegie Hall,"Manhattan, NY",3:00PM
8708,1924-03-09T05:00:00Z,Subscription Season,Aeolian Hall,"Manhattan, NY",3:00PM
2243,1924-03-10T05:00:00Z,Tour,Academy of Music,"Philadelphia, PA",8:30PM
2248,1924-03-11T05:00:00Z,Tour,National Theatre,"Washington, DC",4:30PM
2253,1924-03-12T05:00:00Z,Tour,Lyric Theatre,"Baltimore, MD",None
13431,1924-03-13T05:00:00Z,Tour,Fulton Opera House,"Lancaster, PA",None
2262,1924-03-14T05:00:00Z,Tour,Syria Mosque,"Pittsburgh, PA",None
13432,1924-03-15T05:00:00Z,Tour,Syria Mosque,"Pittsburgh, PA",None
535,1924-03-16T05:00:00Z,Subscription Season,Metropolitan Opera House (39th street),"Manhattan, NY",3:00PM
541,1924-03-19T05:00:00Z,Student Concert,Carnegie Hall,"Manhattan, NY",8:30PM
546,1924-03-20T05:00:00Z,Subscription Season,Carnegie Hall,"Manhattan, NY",8:30PM
546,1924-03-21T05:00:00Z,Subscription Season,Carnegie Hall,"Manhattan, NY",2:30PM
2469,1924-03-22T05:00:00Z,Young People's Concert,Aeolian Hall,"Manhattan, NY",11:00AM
2469,1924-03-24T05:00:00Z,Young People's Concert,Aeolian Hall,"Manhattan, NY",3:30PM
8710,1924-03-23T05:00:00Z,Subscription Season,Aeolian Hall,"Manhattan, NY",3:00PM
555,1924-03-23T05:00:00Z,Subscription Season,Carnegie Hall,"Manhattan, NY",3:00PM
566,1924-03-25T05:00:00Z,Subscription Season,Metropolitan Opera House (39th street),"Manhattan, NY",8:30PM
5504,1924-03-27T05:00:00Z,Subscription Season,Carnegie Hall,"Manhattan, NY",8:30PM
5504,1924-03-28T05:00:00Z,Subscription Season,Carnegie Hall,"Manhattan, NY",2:30PM
8711,1924-03-27T05:00:00Z,Subscription Season,Carnegie Hall,"Manhattan, NY",3:00PM
8711,1924-03-28T05:00:00Z,Subscription Season,Carnegie Hall,"Manhattan, NY",8:15PM
8712,1924-03-30T05:00:00Z,Subscription Season,Aeolian Hall,"Manhattan, NY",3:00PM
5506,1924-03-30T05:00:00Z,Subscription Season,Brooklyn Academy of Music,"Brooklyn, NY",3:15PM
937,1924-04-02T05:00:00Z,Student Concert,Carnegie Hall,"Manhattan, NY",8:30PM
943,1924-04-05T05:00:00Z,Subscription Season,Carnegie Hall,"Manhattan, NY",8:30PM
2893,1924-04-05T05:00:00Z,Young People's Concert,Aeolian Hall,"Manhattan, NY",11:00AM
2893,1924-04-07T05:00:00Z,Young People's Concert,Aeolian Hall,"Manhattan, NY",3:30PM
947,1924-04-06T05:00:00Z,Subscription Season,Metropolitan Opera House (39th street),"Manhattan, NY",3:00PM
8713,1924-04-06T05:00:00Z,Subscription Season,Aeolian Hall,"Manhattan, NY",None
954,1924-04-13T05:00:00Z,Special,Metropolitan Opera House (39th street),"Manhattan, NY",3:00PM
954,1924-04-17T05:00:00Z,Special,Carnegie Hall,"Manhattan, NY",8:30PM
13006,1924-07-03T04:00:00Z,Stadium Concert,Lewisohn Stadium,"Manhattan, NY",8:30PM
13007,1924-07-04T04:00:00Z,Stadium Concert,Lewisohn Stadium,"Manhattan, NY",8:30PM
13008,1924-07-05T04:00:00Z,Stadium Concert,Lewisohn Stadium,"Manhattan, NY",8:30PM
13009,1924-07-06T04:00:00Z,Stadium Concert,Lewisohn Stadium,"Manhattan, NY",8:30PM
12920,1924-07-07T04:00:00Z,Stadium Concert,Lewisohn Stadium,"Manhattan, NY",8:30PM
12961,1924-07-08T04:00:00Z,Stadium Concert,Lewisohn Stadium,"Manhattan, NY",8:30PM
12962,1924-07-09T04:00:00Z,Stadium Concert,Lewisohn Stadium,"Manhattan, NY",8:30PM
12963,1924-07-10T04:00:00Z,Stadium Concert,Lewisohn Stadium,"Manhattan, NY",8:30PM
12964,1924-07-11T04:00:00Z,Stadium Concert,Lewisohn Stadium,"Manhattan, NY",8:30PM
12965,1924-07-12T04:00:00Z,Stadium Concert,Lewisohn Stadium,"Manhattan, NY",8:30PM
12966,1924-07-13T04:00:00Z,Stadium Concert,Lewisohn Stadium,"Manhattan, NY",8:30PM
12967,1924-07-14T04:00:00Z,Stadium Concert,Lewisohn Stadium,"Manhattan, NY",8:30PM
12968,1924-07-15T04:00:00Z,Stadium Concert,Lewisohn Stadium,"Manhattan, NY",8:30PM
12969,1924-07-16T04:00:00Z,Stadium Concert,Lewisohn Stadium,"Manhattan, NY",8:30PM
12970,1924-07-17T04:00:00Z,Stadium Concert,Lewisohn Stadium,"Manhattan, NY",8:30PM
12971,1924-07-18T04:00:00Z,Stadium Concert,Lewisohn Stadium,"Manhattan, NY",8:30PM
12972,1924-07-19T04:00:00Z,Stadium Concert,Lewisohn Stadium,"Manhattan, NY",8:30PM
12973,1924-07-20T04:00:00Z,Stadium Concert,Lewisohn Stadium,"Manhattan, NY",8:30PM
12975,1924-07-21T04:00:00Z,Stadium Concert,Lewisohn Stadium,"Manhattan, NY",8:30PM
12976,1924-07-22T04:00:00Z,Stadium Concert,Lewisohn Stadium,"Manhattan, NY",8:30PM
12977,1924-07-23T04:00:00Z,Stadium Concert,Lewisohn Stadium,"Manhattan, NY",8:30PM
12978,1924-07-24T04:00:00Z,Stadium Concert,Lewisohn Stadium,"Manhattan, NY",8:30PM
12979,1924-07-25T04:00:00Z,Stadium Concert,Lewisohn Stadium,"Manhattan, NY",8:30PM
12980,1924-07-26T04:00:00Z,Stadium Concert,Lewisohn Stadium,"Manhattan, NY",8:30PM
12981,1924-07-27T04:00:00Z,Stadium Concert,Lewisohn Stadium,"Manhattan, NY",8:30PM
12982,1924-07-28T04:00:00Z,Stadium Concert,Lewisohn Stadium,"Manhattan, NY",8:30PM
12983,1924-07-29T04:00:00Z,Stadium Concert,Lewisohn Stadium,"Manhattan, NY",8:30PM
12984,1924-07-30T04:00:00Z,Stadium Concert,Lewisohn Stadium,"Manhattan, NY",8:30PM
12985,1924-07-31T04:00:00Z,Stadium Concert,Lewisohn Stadium,"Manhattan, NY",8:30PM
12986,1924-08-01T04:00:00Z,Stadium Concert,Lewisohn Stadium,"Manhattan, NY",8:30PM
12987,1924-08-02T04:00:00Z,Stadium Concert,Lewisohn Stadium,"Manhattan, NY",8:30PM
12988,1924-08-03T04:00:00Z,Stadium Concert,Lewisohn Stadium,"Manhattan, NY",8:30PM
12989,1924-08-04T04:00:00Z,Stadium Concert,Lewisohn Stadium,"Manhattan, NY",8:30PM
12990,1924-08-05T04:00:00Z,Stadium Concert,Lewisohn Stadium,"Manhattan, NY",8:30PM
12991,1924-08-06T04:00:00Z,Stadium Concert,Lewisohn Stadium,"Manhattan, NY",8:30PM
12992,1924-08-07T04:00:00Z,Stadium Concert,"Great Hall, City College of New York","Manhattan, NY",8:30PM
12993,1924-08-08T04:00:00Z,Stadium Concert,Lewisohn Stadium,"Manhattan, NY",8:30PM
12994,1924-08-09T04:00:00Z,Stadium Concert,"Great Hall, City College of New York","Manhattan, NY",8:30PM
12995,1924-08-10T04:00:00Z,Stadium Concert,Lewisohn Stadium,"Manhattan, NY",8:30PM
12996,1924-08-11T04:00:00Z,Stadium Concert,Lewisohn Stadium,"Manhattan, NY",8:30PM
12997,1924-08-12T04:00:00Z,Stadium Concert,Lewisohn Stadium,"Manhattan, NY",8:30PM
12998,1924-08-13T04:00:00Z,Stadium Concert,Lewisohn Stadium,"Manhattan, NY",8:30PM
12999,1924-08-14T04:00:00Z,Stadium Concert,Lewisohn Stadium,"Manhattan, NY",8:30PM
13000,1924-08-15T04:00:00Z,Stadium Concert,Lewisohn Stadium,"Manhattan, NY",8:30PM
13001,1924-08-16T04:00:00Z,Stadium Concert,Lewisohn Stadium,"Manhattan, NY",8:30PM
13002,1924-08-17T04:00:00Z,Stadium Concert,Lewisohn Stadium,"Manhattan, NY",8:30PM
13003,1924-08-18T04:00:00Z,Stadium Concert,Lewisohn Stadium,"Manhattan, NY",8:30PM
13004,1924-08-19T04:00:00Z,Stadium Concert,Lewisohn Stadium,"Manhattan, NY",8:30PM
13005,1924-08-20T04:00:00Z,Stadium Concert,Lewisohn Stadium,"Manhattan, NY",8:36PM
2211,1924-10-16T05:00:00Z,Subscription Season,Carnegie Hall,"Manhattan, NY",8:30PM
2211,1924-10-17T05:00:00Z,Subscription Season,Carnegie Hall,"Manhattan, NY",2:30PM
3900,1924-10-18T05:00:00Z,Tour,State Armory,"Stamford, CT",8:15PM
3906,1924-10-19T05:00:00Z,Tour,Albee Theatre,"Providence, RI",3:15PM
3913,1924-10-20T05:00:00Z,Tour,State Armory,"New London, CT",8:15PM
3917,1924-10-21T05:00:00Z,Tour,Woolsey Hall,"New Haven, CT",8:15PM
3919,1924-10-22T05:00:00Z,Tour,John M. Greene Hall,"Northampton, MA",8:00PM
3920,1924-10-23T05:00:00Z,Tour,Mechanics Hall,"Worcester, MA",8:15PM
3921,1924-10-24T05:00:00Z,Tour,City Hall,"Holyoke, MA",8:15PM
3922,1924-10-25T05:00:00Z,Tour,Colonial Theatre,"Pittsfield, MA",8:15PM
13439,1924-10-26T05:00:00Z,Tour,Symphony Hall,"Boston, MA",3:15PM
2214,1924-10-29T05:00:00Z,Student Concert,Carnegie Hall,"Manhattan, NY",8:30PM
2218,1924-10-30T05:00:00Z,Subscription Season,Carnegie Hall,"Manhattan, NY",8:30PM
2218,1924-10-31T05:00:00Z,Subscription Season,Carnegie Hall,"Manhattan, NY",2:30PM
8714,1924-10-31T05:00:00Z,Subscription Season,Carnegie Hall,"Manhattan, NY",8:30PM
2623,1924-11-02T05:00:00Z,Subscription Season,Brooklyn Academy of Music,"Brooklyn, NY",3:15PM
8715,1924-11-02T05:00:00Z,Subscription Season,Aeolian Hall,"Manhattan, NY",3:00PM
8716,1924-11-06T05:00:00Z,Subscription Season,Carnegie Hall,"Manhattan, NY",3:00PM
8716,1924-11-07T05:00:00Z,Subscription Season,Carnegie Hall,"Manhattan, NY",8:30PM
2627,1924-11-06T05:00:00Z,Subscription Season,Carnegie Hall,"Manhattan, NY",8:30PM
2627,1924-11-07T05:00:00Z,Subscription Season,Carnegie Hall,"Manhattan, NY",2:30PM
10288,1924-11-08T05:00:00Z,Young People's Concert,Carnegie Hall,"Manhattan, NY",2:30PM
2630,1924-11-08T05:00:00Z,Subscription Season,Carnegie Hall,"Manhattan, NY",8:30PM
8718,1924-11-09T05:00:00Z,Subscription Season,Aeolian Hall,"Manhattan, NY",3:00PM
2636,1924-11-09T05:00:00Z,Subscription Season,Metropolitan Opera House (39th street),"Manhattan, NY",3:00PM
2645,1924-11-12T05:00:00Z,Student Concert,Carnegie Hall,"Manhattan, NY",8:30PM
2653,1924-11-13T05:00:00Z,Subscription Season,Carnegie Hall,"Manhattan, NY",8:30PM
2653,1924-11-14T05:00:00Z,Subscription Season,Carnegie Hall,"Manhattan, NY",2:30PM
10289,1924-11-15T05:00:00Z,Young People's Concert,Carnegie Hall,"Manhattan, NY",11:00AM
2658,1924-11-16T05:00:00Z,Subscription Season,Carnegie Hall,"Manhattan, NY",3:00PM
2667,1924-11-18T05:00:00Z,Runout,Plainfield High School,"Plainfield, NJ",8:15PM
2671,1924-11-20T05:00:00Z,Subscription Season,Carnegie Hall,"Manhattan, NY",8:30PM
2671,1924-11-21T05:00:00Z,Subscription Season,Carnegie Hall,"Manhattan, NY",2:30PM
8719,1924-11-20T05:00:00Z,Subscription Season,Carnegie Hall,"Manhattan, NY",3:00PM
8719,1924-11-21T05:00:00Z,Subscription Season,Carnegie Hall,"Manhattan, NY",8:30PM
8720,1924-11-23T05:00:00Z,Subscription Season,Aeolian Hall,"Manhattan, NY",3:00PM
4360,1924-11-23T05:00:00Z,Subscription Season,Carnegie Hall,"Manhattan, NY",3:00PM
4363,1924-11-26T05:00:00Z,Subscription Season,Carnegie Hall,"Manhattan, NY",8:15PM
4363,1924-11-28T05:00:00Z,Subscription Season,Carnegie Hall,"Manhattan, NY",2:30PM
4365,1924-11-29T05:00:00Z,Subscription Season,Carnegie Hall,"Manhattan, NY",8:30PM
10290,1924-11-29T05:00:00Z,Young People's Concert,Carnegie Hall,"Manhattan, NY",11:00AM
4369,1924-11-30T05:00:00Z,Subscription Season,Brooklyn Academy of Music,"Brooklyn, NY",3:15PM
8721,1924-11-30T05:00:00Z,Subscription Season,Aeolian Hall,"Manhattan, NY",3:00PM
3071,1924-12-03T05:00:00Z,Student Concert,Carnegie Hall,"Manhattan, NY",8:30PM
8722,1924-12-04T05:00:00Z,Subscription Season,Carnegie Hall,"Manhattan, NY",3:00PM
8722,1924-12-05T05:00:00Z,Subscription Season,Carnegie Hall,"Manhattan, NY",8:30PM
3076,1924-12-04T05:00:00Z,Subscription Season,Carnegie Hall,"Manhattan, NY",8:30PM
3076,1924-12-05T05:00:00Z,Subscription Season,Carnegie Hall,"Manhattan, NY",2:30PM
10291,1924-12-06T05:00:00Z,Young People's Concert,Carnegie Hall,"Manhattan, NY",2:30PM
3081,1924-12-07T05:00:00Z,Subscription Season,Carnegie Hall,"Manhattan, NY",3:00PM
8723,1924-12-07T05:00:00Z,Subscription Season,Aeolian Hall,"Manhattan, NY",3:00PM
3087,1924-12-09T05:00:00Z,Runout,Alexander Hall,"Princeton, NJ",8:30PM
13751,1924-12-09T05:00:00Z,Runout,Poli's Theatre,"Washington, DC",4:30PM
3093,1924-12-11T05:00:00Z,Subscription Season,Carnegie Hall,"Manhattan, NY",8:30PM
3093,1924-12-12T05:00:00Z,Subscription Season,Carnegie Hall,"Manhattan, NY",2:30PM
10292,1924-12-13T05:00:00Z,Young People's Concert,Carnegie Hall,"Manhattan, NY",11:00AM
3101,1924-12-14T05:00:00Z,Subscription Season,Metropolitan Opera House (39th street),"Manhattan, NY",3:00PM
3107,1924-12-18T05:00:00Z,Subscription Season,Carnegie Hall,"Manhattan, NY",8:30PM
3107,1924-12-19T05:00:00Z,Subscription Season,Carnegie Hall,"Manhattan, NY",2:30PM
8724,1924-12-18T05:00:00Z,Subscription Season,Carnegie Hall,"Manhattan, NY",3:00PM
8724,1924-12-19T05:00:00Z,Subscription Season,Carnegie Hall,"Manhattan, NY",8:30AM
3114,1924-12-21T05:00:00Z,Subscription Season,Metropolitan Opera House (39th street),"Manhattan, NY",3:00PM
8725,1924-12-21T05:00:00Z,Subscription Season,Aeolian Hall,"Manhattan, NY",3:00PM
3120,1924-12-23T05:00:00Z,Special,Waldorf-Astoria Hotel,"Manhattan, NY",8:30PM
10293,1924-12-27T05:00:00Z,Young People's Concert,Carnegie Hall,"Manhattan, NY",2:30PM
1302,1924-12-28T05:00:00Z,Subscription Season,Carnegie Hall,"Manhattan, NY",3:15PM
8726,1924-12-28T05:00:00Z,Subscription Season,Aeolian Hall,"Manhattan, NY",3:00PM
1306,1924-12-31T05:00:00Z,Student Concert,Carnegie Hall,"Manhattan, NY",8:30PM
8727,1925-01-01T05:00:00Z,Subscription Season,Carnegie Hall,"Manhattan, NY",3:00PM
8727,1925-01-02T05:00:00Z,Subscription Season,Carnegie Hall,"Manhattan, NY",8:30PM
5658,1925-01-03T05:00:00Z,Subscription Season,Carnegie Hall,"Manhattan, NY",8:30PM
5658,1925-01-04T05:00:00Z,Subscription Season,Brooklyn Academy of Music,"Brooklyn, NY",3:15PM
8728,1925-01-04T05:00:00Z,Subscription Season,Aeolian Hall,"Manhattan, NY",3:00PM
8729,1925-01-08T05:00:00Z,Subscription Season,Carnegie Hall,"Manhattan, NY",3:00PM
5664,1925-01-08T05:00:00Z,Subscription Season,Carnegie Hall,"Manhattan, NY",8:30PM
5664,1925-01-09T05:00:00Z,Subscription Season,Carnegie Hall,"Manhattan, NY",2:30PM
10294,1925-01-09T05:00:00Z,Subscription Season,Carnegie Hall,"Manhattan, NY",8:15PM
10295,1925-01-10T05:00:00Z,Young People's Concert,Carnegie Hall,"Manhattan, NY",11:00AM
5669,1925-01-10T05:00:00Z,Special,Carnegie Hall,"Manhattan, NY",8:30PM
5674,1925-01-11T05:00:00Z,Subscription Season,Carnegie Hall,"Manhattan, NY",3:15PM
8731,1925-01-11T05:00:00Z,Subscription Season,Aeolian Hall,"Manhattan, NY",3:00PM
13752,1925-01-13T05:00:00Z,Runout,None,"Washington, DC",None
5682,1925-01-15T05:00:00Z,Subscription Season,Carnegie Hall,"Manhattan, NY",8:30PM
5682,1925-01-16T05:00:00Z,Subscription Season,Carnegie Hall,"Manhattan, NY",2:30PM
5689,1925-01-17T05:00:00Z,Subscription Season,Carnegie Hall,"Manhattan, NY",8:15PM
5693,1925-01-18T05:00:00Z,Subscription Season,Carnegie Hall,"Manhattan, NY",3:15PM
5698,1925-01-22T05:00:00Z,Subscription Season,Carnegie Hall,"Manhattan, NY",8:30PM
5698,1925-01-23T05:00:00Z,Subscription Season,Carnegie Hall,"Manhattan, NY",2:30PM
8732,1925-01-22T05:00:00Z,Subscription Season,Carnegie Hall,"Manhattan, NY",3:00PM
8733,1925-01-23T05:00:00Z,Subscription Season,Carnegie Hall,"Manhattan, NY",8:30PM
194,1925-01-24T05:00:00Z,Young People's Concert,Aeolian Hall,"Manhattan, NY",11:00AM
194,1925-01-24T05:00:00Z,Young People's Concert,Aeolian Hall,"Manhattan, NY",3:00PM
8734,1925-01-24T05:00:00Z,Young People's Concert,Carnegie Hall,"Manhattan, NY",2:30PM
8735,1925-01-25T05:00:00Z,Subscription Season,Aeolian Hall,"Manhattan, NY",3:00PM
11114,1925-01-25T05:00:00Z,Chamber,Aeolian Hall,"Manhattan, NY",8:45PM
5702,1925-01-25T05:00:00Z,Subscription Season,Carnegie Hall,"Manhattan, NY",3:15PM
5059,1925-01-28T05:00:00Z,Student Concert,Carnegie Hall,"Manhattan, NY",8:30PM
5063,1925-01-30T05:00:00Z,Special,Carnegie Hall,"Manhattan, NY",8:30PM
5066,1925-01-31T05:00:00Z,Subscription Season,Carnegie Hall,"Manhattan, NY",8:30PM
6119,1925-02-01T05:00:00Z,Subscription Season,Brooklyn Academy of Music,"Brooklyn, NY",3:15PM
6124,1925-02-04T05:00:00Z,Student Concert,Carnegie Hall,"Manhattan, NY",8:30PM
6128,1925-02-05T05:00:00Z,Subscription Season,Carnegie Hall,"Manhattan, NY",8:30PM
6128,1925-02-06T05:00:00Z,Subscription Season,Carnegie Hall,"Manhattan, NY",2:30PM
645,1925-02-07T05:00:00Z,Young People's Concert,Aeolian Hall,"Manhattan, NY",11:00AM
645,1925-02-07T05:00:00Z,Young People's Concert,Aeolian Hall,"Manhattan, NY",3:00PM
6130,1925-02-08T05:00:00Z,Subscription Season,Carnegie Hall,"Manhattan, NY",3:15PM
6138,1925-02-12T05:00:00Z,Subscription Season,Carnegie Hall,"Manhattan, NY",8:30PM
6138,1925-02-13T05:00:00Z,Subscription Season,Carnegie Hall,"Manhattan, NY",2:30PM
6141,1925-02-14T05:00:00Z,Subscription Season,Carnegie Hall,"Manhattan, NY",8:30PM
6153,1925-02-15T05:00:00Z,Subscription Season,Carnegie Hall,"Manhattan, NY",3:00PM
13753,1925-02-17T05:00:00Z,Tour,None,"Washington, DC",None
6156,1925-02-18T05:00:00Z,Student Concert,Carnegie Hall,"Manhattan, NY",8:30PM
6162,1925-02-19T05:00:00Z,Subscription Season,Carnegie Hall,"Manhattan, NY",8:30PM
6162,1925-02-20T05:00:00Z,Subscription Season,Carnegie Hall,"Manhattan, NY",2:30PM
648,1925-02-21T05:00:00Z,Young People's Concert,Aeolian Hall,"Manhattan, NY",11:00AM
648,1925-02-21T05:00:00Z,Young People's Concert,Aeolian Hall,"Manhattan, NY",3:00PM
